"groupName","category","policyDisplayName","allowedEffects","defaultEffect","policyId"
"NIST_SP_800-53_R5_IA-5","Guest Configuration,Guest Configuration,Guest Configuration,Guest Configuration,Guest Configuration,Guest Configuration,Guest Configuration,Key Vault,Key Vault,Key Vault,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Add system-assigned managed identity to enable Guest Configuration assignments on virtual machines with no identities,Add system-assigned managed identity to enable Guest Configuration assignments on VMs with a user-assigned identity,Audit Linux machines that do not have the passwd file permissions set to 0644,Audit Windows machines that do not store passwords using reversible encryption,Authentication to Linux machines should require SSH keys,Deploy the Linux Guest Configuration extension to enable Guest Configuration assignments on Linux VMs,Deploy the Windows Guest Configuration extension to enable Guest Configuration assignments on Windows VMs,Certificates should have the specified maximum validity period,Key Vault keys should have an expiration date,Key Vault secrets should have an expiration date,Establish authenticator types and processes,Establish procedures for initial authenticator distribution,Implement training for protecting authenticators,Manage authenticator lifetime and reuse,Manage Authenticators,Refresh authenticators,Reissue authenticators for changed groups and accounts,Verify identity before distributing authenticators","overr:Disabled|Audit|Modify,overr:Disabled|Audit|Modify,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:Disabled|AuditIfNotExists|DeployIfNotExists,overr:Disabled|AuditIfNotExists|DeployIfNotExists,param:disabled|deny|audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","modify,modify,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,deployIfNotExists,deployIfNotExists,audit,Audit,Audit,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual","3cf2ab00-13f1-4d0c-8971-2ac904541a7e,497dff13-db2a-4c0f-8603-28fa3b331ab6,e6955644-301c-44b5-a4c4-528577de6861,da0f98fe-a24b-4ad5-af69-bd0400233661,630c64f9-8b6b-4c64-b511-6544ceff6fd6,331e8ea8-378a-410f-a2e5-ae22f38bb0da,385f5831-96d4-41db-9a3c-cd3af78aaae6,0a075868-4c26-42ef-914c-5bc007359560,152b15f7-8e1f-4c1f-ab71-8c010ba5dbc0,98728c90-32c7-4049-8429-847dc0f4fe37,921ae4c1-507f-5ddb-8a58-cfa9b5fd96f0,35963d41-4263-0ef9-98d5-70eb058f9e3c,e4b00788-7e1c-33ec-0418-d048508e095b,29363ae1-68cd-01ca-799d-92c9197c8404,4aacaec9-0628-272c-3e83-0d68446694e0,3ae68d9a-5696-8c32-62d3-c6f9c52e437c,2f204e72-1896-3bf8-75c9-9128b8683a36,72889284-15d2-90b2-4b39-a1e9541e1152"
"NIST_SP_800-53_R5_IA-5(1)","Guest Configuration,Guest Configuration,Guest Configuration,Guest Configuration,Guest Configuration,Guest Configuration,Guest Configuration,Guest Configuration,Guest Configuration,Guest Configuration,Guest Configuration,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Add system-assigned managed identity to enable Guest Configuration assignments on virtual machines with no identities,Add system-assigned managed identity to enable Guest Configuration assignments on VMs with a user-assigned identity,Audit Linux machines that do not have the passwd file permissions set to 0644,Audit Windows machines that allow re-use of the passwords after the specified number of unique passwords,Audit Windows machines that do not have the maximum password age set to specified number of days,Audit Windows machines that do not have the minimum password age set to specified number of days,Audit Windows machines that do not have the password complexity setting enabled,Audit Windows machines that do not restrict the minimum password length to specified number of characters,Audit Windows machines that do not store passwords using reversible encryption,Deploy the Linux Guest Configuration extension to enable Guest Configuration assignments on Linux VMs,Deploy the Windows Guest Configuration extension to enable Guest Configuration assignments on Windows VMs,Document security strength requirements in acquisition contracts,Establish a password policy,Implement parameters for memorized secret verifiers,Protect passwords with encryption","overr:Disabled|Audit|Modify,overr:Disabled|Audit|Modify,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:Disabled|AuditIfNotExists|DeployIfNotExists,overr:Disabled|AuditIfNotExists|DeployIfNotExists,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","modify,modify,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,deployIfNotExists,deployIfNotExists,Manual,Manual,Manual,Manual","3cf2ab00-13f1-4d0c-8971-2ac904541a7e,497dff13-db2a-4c0f-8603-28fa3b331ab6,e6955644-301c-44b5-a4c4-528577de6861,5b054a0d-39e2-4d53-bea3-9734cad2c69b,4ceb8dc2-559c-478b-a15b-733fbf1e3738,237b38db-ca4d-4259-9e47-7882441ca2c0,bf16e0bb-31e1-4646-8202-60a235cc7e74,a2d0e922-65d0-40c4-8f87-ea6da2d307a2,da0f98fe-a24b-4ad5-af69-bd0400233661,331e8ea8-378a-410f-a2e5-ae22f38bb0da,385f5831-96d4-41db-9a3c-cd3af78aaae6,ebb0ba89-6d8c-84a7-252b-7393881e43de,d8bbd80e-3bb1-5983-06c2-428526ec6a63,3b30aa25-0f19-6c04-5ca4-bd3f880a763d,b2d3e5a2-97ab-5497-565a-71172a729d93"
"NIST_SP_800-53_R5_IA-5(13)","Regulatory Compliance","Enforce expiration of cached authenticators","overr:Manual|Disabled","Manual","c7e8ddc1-14aa-1814-7fe1-aad1742b27da"
"NIST_SP_800-53_R5_IA-5(2)","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Bind authenticators and identities dynamically,Establish authenticator types and processes,Establish parameters for searching secret authenticators and verifiers,Establish procedures for initial authenticator distribution,Map authenticated identities to individuals,Restrict access to private keys,Verify identity before distributing authenticators","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual,Manual,Manual","6f311b49-9b0d-8c67-3d6e-db80ae528173,921ae4c1-507f-5ddb-8a58-cfa9b5fd96f0,0065241c-72e9-3b2c-556f-75de66332a94,35963d41-4263-0ef9-98d5-70eb058f9e3c,4012c2b7-4e0e-a7ab-1688-4aab43f14420,8d140e8b-76c7-77de-1d46-ed1b2e112444,72889284-15d2-90b2-4b39-a1e9541e1152"
"NIST_SP_800-53_R5_IA-5(6)","Regulatory Compliance","Ensure authorized users protect provided authenticators","overr:Manual|Disabled","Manual","37dbe3dc-0e9c-24fa-36f2-11197cbfa207"
"NIST_SP_800-53_R5_IA-5(7)","Regulatory Compliance","Ensure there are no unencrypted static authenticators","overr:Manual|Disabled","Manual","eda0cbb7-6043-05bf-645b-67411f1a59b3"
"NIST_SP_800-53_R5_IA-6","Regulatory Compliance","Obscure feedback information during authentication process","overr:Manual|Disabled","Manual","1ff03f2a-974b-3272-34f2-f6cd51420b30"
"NIST_SP_800-53_R5_IA-7","Regulatory Compliance","Authenticate to cryptographic module","overr:Manual|Disabled","Manual","6f1de470-79f3-1572-866e-db0771352fc8"
"NIST_SP_800-53_R5_IA-8","Regulatory Compliance","Identify and authenticate non-organizational users","overr:Manual|Disabled","Manual","e1379836-3492-6395-451d-2f5062e14136"
"NIST_SP_800-53_R5_IA-8(1)","Regulatory Compliance","Accept PIV credentials","overr:Manual|Disabled","Manual","55be3260-a7a2-3c06-7fe6-072d07525ab7"
"NIST_SP_800-53_R5_IA-8(2)","Regulatory Compliance","Accept only FICAM-approved third-party credentials","overr:Manual|Disabled","Manual","2d2ca910-7957-23ee-2945-33f401606efc"
"NIST_SP_800-53_R5_IA-8(4)","Regulatory Compliance","Conform to FICAM-issued profiles","overr:Manual|Disabled","Manual","a8df9c78-4044-98be-2c05-31a315ac8957"
"NIST_SP_800-53_R5_IR-1","Regulatory Compliance","Review and update incident response policies and procedures","overr:Manual|Disabled","Manual","b28c8687-4bbd-8614-0b96-cdffa1ac6d9c"
"NIST_SP_800-53_R5_IR-2","Regulatory Compliance","Provide information spillage training","overr:Manual|Disabled","Manual","2d4d0e90-32d9-4deb-2166-a00d51ed57c0"
"NIST_SP_800-53_R5_IR-2(1)","Regulatory Compliance","Incorporate simulated events into incident response training","overr:Manual|Disabled","Manual","1fdeb7c4-4c93-8271-a135-17ebe85f1cc7"
"NIST_SP_800-53_R5_IR-2(2)","Regulatory Compliance","Employ automated training environment","overr:Manual|Disabled","Manual","c8aa992d-76b7-7ca0-07b3-31a58d773fa9"
"NIST_SP_800-53_R5_IR-3","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Conduct incident response testing,Establish an information security program,Run simulation attacks","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","3545c827-26ee-282d-4629-23952a12008b,84245967-7882-54f6-2d34-85059f725b47,a8f9c283-9a66-3eb3-9e10-bdba95b85884"
"NIST_SP_800-53_R5_IR-3(2)","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Conduct incident response testing,Establish an information security program,Run simulation attacks","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","3545c827-26ee-282d-4629-23952a12008b,84245967-7882-54f6-2d34-85059f725b47,a8f9c283-9a66-3eb3-9e10-bdba95b85884"
"NIST_SP_800-53_R5_IR-4","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,SQL,SQL","Assess information security events,Coordinate contingency plans with related plans,Develop an incident response plan,Develop security safeguards,Enable network protection,Eradicate contaminated information,Execute actions in response to information spills,Implement incident handling,Maintain incident response plan,Perform a trend analysis on threats,View and investigate restricted users,Azure Defender for App Service should be enabled,Azure Defender for Azure SQL Database servers should be enabled,Azure Defender for Key Vault should be enabled,Azure Defender for Resource Manager should be enabled,Azure Defender for servers should be enabled,Azure Defender for SQL servers on machines should be enabled,Email notification for high severity alerts should be enabled,Email notification to subscription owner for high severity alerts should be enabled,Microsoft Defender for Containers should be enabled,Microsoft Defender for Storage should be enabled,Subscriptions should have a contact email address for security issues,Azure Defender for SQL should be enabled for unprotected Azure SQL servers,Azure Defender for SQL should be enabled for unprotected SQL Managed Instances","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled","Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists","37b0045b-3887-367b-8b4d-b9a6fa911bb9,c5784049-959f-6067-420c-f4cefae93076,2b4e134f-1e4c-2bff-573e-082d85479b6e,423f6d9c-0c73-9cc6-64f4-b52242490368,8c255136-994b-9616-79f5-ae87810e0dcf,54a9c072-4a93-2a03-6a43-a060d30383d7,ba78efc6-795c-64f4-7a02-91effbd34af9,433de59e-7a53-a766-02c2-f80f8421469a,37546841-8ea1-5be0-214d-8ac599588332,50e81644-923d-33fc-6ebb-9733bc8d1a06,98145a9b-428a-7e81-9d14-ebb154a24f93,2913021d-f2fd-4f3d-b958-22354e2bdbcb,7fe3b40f-802b-4cdd-8bd4-fd799c948cc2,0e6763cc-5078-4e64-889d-ff4d9a839047,c3d20c29-b36d-48fe-808b-99a87530ad99,4da35fc9-c9e7-4960-aec9-797fe7d9051d,6581d072-105e-4418-827f-bd446d56421b,6e2593d9-add6-4083-9c9b-4b7d2188c899,0b15565f-aa9e-48ba-8619-45960f2c314d,1c988dd6-ade4-430f-a608-2a3e5b0a6d38,640d2586-54d2-465f-877f-9ffc1d2109f4,4f4f78b8-e367-4b10-a341-d9a4ad5cf1c7,abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9,abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9"
"NIST_SP_800-53_R5_IR-4(1)","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Develop an incident response plan,Enable network protection,Implement incident handling","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","2b4e134f-1e4c-2bff-573e-082d85479b6e,8c255136-994b-9616-79f5-ae87810e0dcf,433de59e-7a53-a766-02c2-f80f8421469a"
"NIST_SP_800-53_R5_IR-4(2)","Regulatory Compliance","Include dynamic reconfig of customer deployed resources","overr:Manual|Disabled","Manual","1e0d5ba8-a433-01aa-829c-86b06c9631ec"
"NIST_SP_800-53_R5_IR-4(3)","Regulatory Compliance","Identify classes of Incidents and Actions taken","overr:Manual|Disabled","Manual","23d1a569-2d1e-7f43-9e22-1f94115b7dd5"
"NIST_SP_800-53_R5_IR-4(4)","Regulatory Compliance","Implement incident handling","overr:Manual|Disabled","Manual","433de59e-7a53-a766-02c2-f80f8421469a"
"NIST_SP_800-53_R5_IR-4(6)","Regulatory Compliance","Implement Incident handling capability","overr:Manual|Disabled","Manual","98e33927-8d7f-6d5f-44f5-2469b40b7215"
"NIST_SP_800-53_R5_IR-4(8)","Regulatory Compliance","Coordinate with external organizations to achieve cross org perspective","overr:Manual|Disabled","Manual","d4e6a629-28eb-79a9-000b-88030e4823ca"
"NIST_SP_800-53_R5_IR-5","Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,SQL,SQL","Azure Defender for App Service should be enabled,Azure Defender for Azure SQL Database servers should be enabled,Azure Defender for Key Vault should be enabled,Azure Defender for Resource Manager should be enabled,Azure Defender for servers should be enabled,Azure Defender for SQL servers on machines should be enabled,Email notification for high severity alerts should be enabled,Email notification to subscription owner for high severity alerts should be enabled,Microsoft Defender for Containers should be enabled,Microsoft Defender for Storage should be enabled,Subscriptions should have a contact email address for security issues,Azure Defender for SQL should be enabled for unprotected Azure SQL servers,Azure Defender for SQL should be enabled for unprotected SQL Managed Instances","overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled","AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists","2913021d-f2fd-4f3d-b958-22354e2bdbcb,7fe3b40f-802b-4cdd-8bd4-fd799c948cc2,0e6763cc-5078-4e64-889d-ff4d9a839047,c3d20c29-b36d-48fe-808b-99a87530ad99,4da35fc9-c9e7-4960-aec9-797fe7d9051d,6581d072-105e-4418-827f-bd446d56421b,6e2593d9-add6-4083-9c9b-4b7d2188c899,0b15565f-aa9e-48ba-8619-45960f2c314d,1c988dd6-ade4-430f-a608-2a3e5b0a6d38,640d2586-54d2-465f-877f-9ffc1d2109f4,4f4f78b8-e367-4b10-a341-d9a4ad5cf1c7,abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9,abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9"
"NIST_SP_800-53_R5_IR-6(1)","Regulatory Compliance","Document security operations","overr:Manual|Disabled","Manual","2c6bee3a-2180-2430-440d-db3c7a849870"
"NIST_SP_800-53_R5_IR-6(2)","Security Center,Security Center,Security Center","Email notification for high severity alerts should be enabled,Email notification to subscription owner for high severity alerts should be enabled,Subscriptions should have a contact email address for security issues","overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled","AuditIfNotExists,AuditIfNotExists,AuditIfNotExists","6e2593d9-add6-4083-9c9b-4b7d2188c899,0b15565f-aa9e-48ba-8619-45960f2c314d,4f4f78b8-e367-4b10-a341-d9a4ad5cf1c7"
"NIST_SP_800-53_R5_IR-7","Regulatory Compliance","Document security operations","overr:Manual|Disabled","Manual","2c6bee3a-2180-2430-440d-db3c7a849870"
"NIST_SP_800-53_R5_IR-7(1)","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Develop an incident response plan,Enable network protection,Eradicate contaminated information,Execute actions in response to information spills,Implement incident handling,Perform a trend analysis on threats,View and investigate restricted users","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual,Manual,Manual","2b4e134f-1e4c-2bff-573e-082d85479b6e,8c255136-994b-9616-79f5-ae87810e0dcf,54a9c072-4a93-2a03-6a43-a060d30383d7,ba78efc6-795c-64f4-7a02-91effbd34af9,433de59e-7a53-a766-02c2-f80f8421469a,50e81644-923d-33fc-6ebb-9733bc8d1a06,98145a9b-428a-7e81-9d14-ebb154a24f93"
"NIST_SP_800-53_R5_IR-7(2)","Regulatory Compliance,Regulatory Compliance","Establish relationship between incident response capability and external providers,Identify incident response personnel","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","b470a37a-7a47-3792-34dd-7a793140702e,037c0089-6606-2dab-49ad-437005b5035f"
"NIST_SP_800-53_R5_IR-8","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Assess information security events,Develop an incident response plan,Implement incident handling,Maintain data breach records,Maintain incident response plan,Protect incident response plan","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual,Manual","37b0045b-3887-367b-8b4d-b9a6fa911bb9,2b4e134f-1e4c-2bff-573e-082d85479b6e,433de59e-7a53-a766-02c2-f80f8421469a,0fd1ca29-677b-2f12-1879-639716459160,37546841-8ea1-5be0-214d-8ac599588332,2401b496-7f23-79b2-9f80-89bb5abf3d4a"
"NIST_SP_800-53_R5_IR-9","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Alert personnel of information spillage,Develop an incident response plan,Eradicate contaminated information,Execute actions in response to information spills,Identify contaminated systems and components,Identify spilled information,Isolate information spills","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual,Manual,Manual","9622aaa9-5c49-40e2-5bf8-660b7cd23deb,2b4e134f-1e4c-2bff-573e-082d85479b6e,54a9c072-4a93-2a03-6a43-a060d30383d7,ba78efc6-795c-64f4-7a02-91effbd34af9,279052a0-8238-694d-9661-bf649f951747,69d90ee6-9f9f-262a-2038-d909fb4e5723,22457e81-3ec6-5271-a786-c3ca284601dd"
"NIST_SP_800-53_R5_IR-9(2)","Regulatory Compliance","Provide information spillage training","overr:Manual|Disabled","Manual","2d4d0e90-32d9-4deb-2166-a00d51ed57c0"
"NIST_SP_800-53_R5_IR-9(3)","Regulatory Compliance","Develop spillage response procedures","overr:Manual|Disabled","Manual","bb048641-6017-7272-7772-a008f285a520"
"NIST_SP_800-53_R5_IR-9(4)","Regulatory Compliance","Develop security safeguards","overr:Manual|Disabled","Manual","423f6d9c-0c73-9cc6-64f4-b52242490368"
"NIST_SP_800-53_R5_MA-1","Regulatory Compliance","Review and update system maintenance policies and procedures","overr:Manual|Disabled","Manual","2067b904-9552-3259-0cdd-84468e284b7c"
"NIST_SP_800-53_R5_MA-2","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Control maintenance and repair activities,Employ a media sanitization mechanism,Implement controls to secure all media,Manage nonlocal maintenance and diagnostic activities","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual","b6ad009f-5c24-1dc0-a25e-74b60e4da45f,eaaae23f-92c9-4460-51cf-913feaea4d52,e435f7e3-0dd9-58c9-451f-9b44b96c0232,1fb1cb0e-1936-6f32-42fd-89970b535855"
"NIST_SP_800-53_R5_MA-2(2)","Regulatory Compliance,Regulatory Compliance","Automate remote maintenance activities,Produce complete records of remote maintenance activities","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","b8587fce-138f-86e8-33a3-c60768bf1da6,74041cfe-3f87-1d17-79ec-34ca5f895542"
"NIST_SP_800-53_R5_MA-3","Regulatory Compliance,Regulatory Compliance","Control maintenance and repair activities,Manage nonlocal maintenance and diagnostic activities","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","b6ad009f-5c24-1dc0-a25e-74b60e4da45f,1fb1cb0e-1936-6f32-42fd-89970b535855"
"NIST_SP_800-53_R5_MA-3(1)","Regulatory Compliance,Regulatory Compliance","Control maintenance and repair activities,Manage nonlocal maintenance and diagnostic activities","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","b6ad009f-5c24-1dc0-a25e-74b60e4da45f,1fb1cb0e-1936-6f32-42fd-89970b535855"
"NIST_SP_800-53_R5_MA-3(2)","Regulatory Compliance,Regulatory Compliance","Control maintenance and repair activities,Manage nonlocal maintenance and diagnostic activities","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","b6ad009f-5c24-1dc0-a25e-74b60e4da45f,1fb1cb0e-1936-6f32-42fd-89970b535855"
"NIST_SP_800-53_R5_MA-3(3)","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Control maintenance and repair activities,Employ a media sanitization mechanism,Implement controls to secure all media,Manage nonlocal maintenance and diagnostic activities","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual","b6ad009f-5c24-1dc0-a25e-74b60e4da45f,eaaae23f-92c9-4460-51cf-913feaea4d52,e435f7e3-0dd9-58c9-451f-9b44b96c0232,1fb1cb0e-1936-6f32-42fd-89970b535855"
"NIST_SP_800-53_R5_MA-4","Regulatory Compliance","Manage nonlocal maintenance and diagnostic activities","overr:Manual|Disabled","Manual","1fb1cb0e-1936-6f32-42fd-89970b535855"
"NIST_SP_800-53_R5_MA-4(3)","Regulatory Compliance","Perform all non-local maintenance","overr:Manual|Disabled","Manual","5bac5fb7-7735-357b-767d-02264bfe5c3b"
"NIST_SP_800-53_R5_MA-4(6)","Regulatory Compliance","Implement cryptographic mechanisms","overr:Manual|Disabled","Manual","10c3a1b1-29b0-a2d5-8f4c-a284b0f07830"
"NIST_SP_800-53_R5_MA-5","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Designate personnel to supervise unauthorized maintenance activities,Maintain list of authorized remote maintenance personnel,Manage maintenance personnel","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","7a489c62-242c-5db9-74df-c073056d6fa3,4ce91e4e-6dab-3c46-011a-aa14ae1561bf,b273f1e3-79e7-13ee-5b5d-dca6c66c3d5d"
"NIST_SP_800-53_R5_MA-5(1)","Regulatory Compliance,Regulatory Compliance","Employ a media sanitization mechanism,Implement controls to secure all media","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","eaaae23f-92c9-4460-51cf-913feaea4d52,e435f7e3-0dd9-58c9-451f-9b44b96c0232"
"NIST_SP_800-53_R5_MA-6","Regulatory Compliance","Provide timely maintenance support","overr:Manual|Disabled","Manual","eb598832-4bcc-658d-4381-3ecbe17b9866"
"NIST_SP_800-53_R5_MP-1","Regulatory Compliance","Review and update media protection policies and procedures","overr:Manual|Disabled","Manual","b4e19d22-8c0e-7cad-3219-c84c62dc250f"
"NIST_SP_800-53_R5_MP-2","Regulatory Compliance","Implement controls to secure all media","overr:Manual|Disabled","Manual","e435f7e3-0dd9-58c9-451f-9b44b96c0232"
"NIST_SP_800-53_R5_MP-3","Regulatory Compliance","Implement controls to secure all media","overr:Manual|Disabled","Manual","e435f7e3-0dd9-58c9-451f-9b44b96c0232"
"NIST_SP_800-53_R5_MP-4","Regulatory Compliance,Regulatory Compliance","Employ a media sanitization mechanism,Implement controls to secure all media","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","eaaae23f-92c9-4460-51cf-913feaea4d52,e435f7e3-0dd9-58c9-451f-9b44b96c0232"
"NIST_SP_800-53_R5_MP-5","Regulatory Compliance,Regulatory Compliance","Implement controls to secure all media,Manage the transportation of assets","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","e435f7e3-0dd9-58c9-451f-9b44b96c0232,4ac81669-00e2-9790-8648-71bc11bc91eb"
"NIST_SP_800-53_R5_MP-6","Regulatory Compliance,Regulatory Compliance","Employ a media sanitization mechanism,Implement controls to secure all media","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","eaaae23f-92c9-4460-51cf-913feaea4d52,e435f7e3-0dd9-58c9-451f-9b44b96c0232"
"NIST_SP_800-53_R5_MP-6(1)","Regulatory Compliance,Regulatory Compliance","Employ a media sanitization mechanism,Implement controls to secure all media","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","eaaae23f-92c9-4460-51cf-913feaea4d52,e435f7e3-0dd9-58c9-451f-9b44b96c0232"
"NIST_SP_800-53_R5_MP-6(2)","Regulatory Compliance,Regulatory Compliance","Employ a media sanitization mechanism,Implement controls to secure all media","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","eaaae23f-92c9-4460-51cf-913feaea4d52,e435f7e3-0dd9-58c9-451f-9b44b96c0232"
"NIST_SP_800-53_R5_MP-7","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Block untrusted and unsigned processes that run from USB,Control use of portable storage devices,Implement controls to secure all media,Restrict media use","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual","3d399cf3-8fc6-0efc-6ab0-1412f1198517,36b74844-4a99-4c80-1800-b18a516d1585,e435f7e3-0dd9-58c9-451f-9b44b96c0232,6122970b-8d4a-7811-0278-4c6c68f61e4f"
"NIST_SP_800-53_R5_PE-1","Regulatory Compliance","Review and update physical and environmental policies and procedures","overr:Manual|Disabled","Manual","91cf132e-0c9f-37a8-a523-dc6a92cd2fb2"
"NIST_SP_800-53_R5_PE-12","Regulatory Compliance","Employ automatic emergency lighting","overr:Manual|Disabled","Manual","aa892c0d-2c40-200c-0dd8-eac8c4748ede"
